"gene_id","hl.Neurite","hl.Soma"
"ENSMUSG00000038538",3.95,2.675
"ENSMUSG00000038539",7.9,4
"ENSMUSG00000038546",2.225,4.2
"ENSMUSG00000038582",4.875,2.375
"ENSMUSG00000038612",5.425,1.925
"ENSMUSG00000038664",2.15,2.65
"ENSMUSG00000038683",3.95,2.5
"ENSMUSG00000038708",4.275,2.15
"ENSMUSG00000038717",6.425,5.475
"ENSMUSG00000038729",2.925,1.575
"ENSMUSG00000038762",2.925,2.75
"ENSMUSG00000038780",2.825,2.825
"ENSMUSG00000038812",6.325,1.875
"ENSMUSG00000038872",1.725,1.65
"ENSMUSG00000038876",3.575,5
"ENSMUSG00000038902",1.825,2.525
"ENSMUSG00000038916",3.4,2.45
"ENSMUSG00000039000",4.425,3.775
"ENSMUSG00000039041",6.375,6.075
"ENSMUSG00000039067",3.5,2.075
"ENSMUSG00000039086",3.35,2.825
"ENSMUSG00000039178",1.65,3.575
"ENSMUSG00000039191",2.675,1.75
"ENSMUSG00000039205",3.275,6.075
"ENSMUSG00000039218",3.75,4.875
"ENSMUSG00000039219",2.675,1.375
"ENSMUSG00000039221",3.825,4.75
"ENSMUSG00000039230",2.5,2.025
"ENSMUSG00000039262",3.175,6.5
"ENSMUSG00000039275",4.8,3.025
"ENSMUSG00000039347",2.625,4.925
"ENSMUSG00000039361",3.825,3.05
"ENSMUSG00000039385",2.55,2.65
"ENSMUSG00000039419",3.7,2.275
"ENSMUSG00000039431",3.025,5.825
"ENSMUSG00000039473",5.525,2.175
"ENSMUSG00000039478",3.375,3.35
"ENSMUSG00000039515",7.2,4.85
"ENSMUSG00000039530",3.675,2.025
"ENSMUSG00000039578",1.575,2.025
"ENSMUSG00000039585",3.175,1.825
"ENSMUSG00000039652",3.9,2.6
"ENSMUSG00000039671",4.025,3.925
"ENSMUSG00000039704",2.475,3.5
"ENSMUSG00000039737",6.1,5.925
"ENSMUSG00000039801",3.55,1.25
"ENSMUSG00000039804",5.425,3.35
"ENSMUSG00000039835",2.075,4.7
"ENSMUSG00000039844",4.425,2
"ENSMUSG00000039852",2.35,2.05
"ENSMUSG00000039860",2.075,2.4
"ENSMUSG00000039879",4.625,3.25
"ENSMUSG00000039913",1.625,2.275
"ENSMUSG00000039953",5.15,6.475
"ENSMUSG00000039959",2.85,1.4
"ENSMUSG00000039960",1.975,3
"ENSMUSG00000039967",2.325,1.8
"ENSMUSG00000039976",8.75,6.025
"ENSMUSG00000039982",2.725,3.175
"ENSMUSG00000040021",2.3,3.525
"ENSMUSG00000040029",5.175,2.125
"ENSMUSG00000040048",2.25,2.825
"ENSMUSG00000040054",2.025,5.025
"ENSMUSG00000040097",7.175,5.05
"ENSMUSG00000040118",2.5,1.85
"ENSMUSG00000040151",4.925,5.3
"ENSMUSG00000040167",3.825,3.225
"ENSMUSG00000040225",2.05,3.15
"ENSMUSG00000040268",2.95,2.5
"ENSMUSG00000040270",2.325,1.375
"ENSMUSG00000040297",4.3,4.075
"ENSMUSG00000040354",4.325,5.25
"ENSMUSG00000040359",3.6,4.025
"ENSMUSG00000040407",4.15,2.075
"ENSMUSG00000040423",2,1.325
"ENSMUSG00000040430",3.9,4.15
"ENSMUSG00000040446",2.05,2.625
"ENSMUSG00000040481",5.875,1.825
"ENSMUSG00000040502",3.2,6.9
"ENSMUSG00000040549",5.5,4.525
"ENSMUSG00000040560",4.425,5.375
"ENSMUSG00000040591",2.9,2.7
"ENSMUSG00000040596",2.525,4.275
"ENSMUSG00000040610",5.775,3.9
"ENSMUSG00000040640",2.475,2.225
"ENSMUSG00000040648",3.225,1.675
"ENSMUSG00000040651",4.2,1.7
"ENSMUSG00000040652",6.375,5.325
"ENSMUSG00000040675",2.275,1.7
"ENSMUSG00000040699",3,3.125
"ENSMUSG00000040717",3.525,4.8
"ENSMUSG00000040720",2.9,1.85
"ENSMUSG00000040738",2.25,1.875
"ENSMUSG00000040746",4.1,2.25
"ENSMUSG00000040761",5.175,7
"ENSMUSG00000040782",1.45,2.975
"ENSMUSG00000040785",2.7,2.725
"ENSMUSG00000040850",5.275,3.525
"ENSMUSG00000040929",1.95,1.7
"ENSMUSG00000040943",3.225,1.8
"ENSMUSG00000040990",2.725,2.8
"ENSMUSG00000041037",2.15,2.7
"ENSMUSG00000041040",2.45,2.775
"ENSMUSG00000041057",2.575,2.775
"ENSMUSG00000041124",3.4,4.425
"ENSMUSG00000041133",5.125,2.8
"ENSMUSG00000041203",1.925,2.025
"ENSMUSG00000041215",3.15,1.25
"ENSMUSG00000041216",1.9,3
"ENSMUSG00000041220",2.925,1.45
"ENSMUSG00000041229",3.7,4.575
"ENSMUSG00000041264",3,2.975
"ENSMUSG00000041268",4.925,2.825
"ENSMUSG00000041297",3.325,2
"ENSMUSG00000041328",3.175,1.65
"ENSMUSG00000041353",7.8,3.7
"ENSMUSG00000041360",3.625,4.975
"ENSMUSG00000041415",2.225,3.8
"ENSMUSG00000041420",4.85,3.475
"ENSMUSG00000041438",2.175,4.325
"ENSMUSG00000041439",4.475,1.55
"ENSMUSG00000041444",2.825,4.4
"ENSMUSG00000041570",2.35,2.3
"ENSMUSG00000041607",3.2,2.725
"ENSMUSG00000041638",2.4,4.6
"ENSMUSG00000041642",3.9,3.875
"ENSMUSG00000041645",4.35,3.05
"ENSMUSG00000041670",1.8,3.85
"ENSMUSG00000041702",6.075,3.525
"ENSMUSG00000041720",3.6,2.975
"ENSMUSG00000041763",6.05,2.375
"ENSMUSG00000041769",6.775,3.7
"ENSMUSG00000041773",5.325,2.875
"ENSMUSG00000041781",4.35,2.45
"ENSMUSG00000041837",2.2,3.6
"ENSMUSG00000041846",1.925,2.025
"ENSMUSG00000041870",3.1,4.325
"ENSMUSG00000041881",6.9,8.3
"ENSMUSG00000041915",2.55,3.375
"ENSMUSG00000041923",4.7,1.475
"ENSMUSG00000041936",3.925,2.925
"ENSMUSG00000041992",2.575,1.925
"ENSMUSG00000041997",2.075,2.825
"ENSMUSG00000042066",4.375,4.625
"ENSMUSG00000042078",3.35,5.55
"ENSMUSG00000042121",2.975,4.85
"ENSMUSG00000042133",4.3,4.475
"ENSMUSG00000042148",3.3,3
"ENSMUSG00000042155",3.5,1.575
"ENSMUSG00000042197",2.375,2.9
"ENSMUSG00000042207",1.225,1.925
"ENSMUSG00000042208",4,6.175
"ENSMUSG00000042272",3.675,5
"ENSMUSG00000042298",3.175,5.65
"ENSMUSG00000042302",3.95,4.4
"ENSMUSG00000042364",3.475,1.95
"ENSMUSG00000042390",4.025,4.6
"ENSMUSG00000042406",3.575,1.8
"ENSMUSG00000042410",4.725,3.05
"ENSMUSG00000042439",1.8,3.325
"ENSMUSG00000042444",2.9,2.925
"ENSMUSG00000042446",2.875,2.45
"ENSMUSG00000042472",2.25,1.6
"ENSMUSG00000042508",3.575,3.55
"ENSMUSG00000042535",2.025,2.25
"ENSMUSG00000042548",5.325,1.925
"ENSMUSG00000042572",3.75,4.6
"ENSMUSG00000042590",1.725,1.35
"ENSMUSG00000042595",2.975,4
"ENSMUSG00000042599",1.25,2.025
"ENSMUSG00000042605",2.825,2.05
"ENSMUSG00000042699",5.15,8.375
"ENSMUSG00000042705",4.875,2.775
"ENSMUSG00000042712",1.525,1.65
"ENSMUSG00000042719",2.125,2.125
"ENSMUSG00000042737",4.35,5.8
"ENSMUSG00000042742",3.95,1.65
"ENSMUSG00000042745",1.875,1.55
"ENSMUSG00000042790",2.75,3.725
"ENSMUSG00000043004",8.175,6.5
"ENSMUSG00000043019",4.75,5.2
"ENSMUSG00000043059",7.05,3.175
"ENSMUSG00000043154",6.25,3.725
"ENSMUSG00000043241",2.575,1.575
"ENSMUSG00000043384",4.025,4
"ENSMUSG00000043419",5.4,4.625
"ENSMUSG00000043421",4.65,2.325
"ENSMUSG00000043535",2.075,2.725
"ENSMUSG00000043542",5.225,1.775
"ENSMUSG00000043683",1.3,2.6
"ENSMUSG00000043940",3.775,3.625
"ENSMUSG00000043962",2.1,2.075
"ENSMUSG00000043991",3.975,1.5
"ENSMUSG00000044030",2.8,1.775
"ENSMUSG00000044068",1.825,1.575
"ENSMUSG00000044098",1.025,1.9
"ENSMUSG00000044117",0.975,2.7
"ENSMUSG00000044447",6.825,3.15
"ENSMUSG00000044548",1.5,3
"ENSMUSG00000044636",3.9,2.05
"ENSMUSG00000044647",2.625,1.625
"ENSMUSG00000044707",3.525,1.525
"ENSMUSG00000044791",2.125,2.65
"ENSMUSG00000044807",5.6,1.45
"ENSMUSG00000044950",1.95,1.55
"ENSMUSG00000045095",3.325,3.8
"ENSMUSG00000045098",3.85,2.675
"ENSMUSG00000045128",5.7,6.75
"ENSMUSG00000045136",7.375,6.7
"ENSMUSG00000045176",1.775,2.375
"ENSMUSG00000045193",3.525,3.525
"ENSMUSG00000045215",2.075,3.9
"ENSMUSG00000045216",3.825,4.25
"ENSMUSG00000045294",3.65,2.275
"ENSMUSG00000045333",2.5,5.225
"ENSMUSG00000045411",3.875,2.675
"ENSMUSG00000045624",2.05,1.375
"ENSMUSG00000045962",7.575,3.5
"ENSMUSG00000045969",2,2.5
"ENSMUSG00000045991",1.95,5.275
"ENSMUSG00000046058",1.1,2.675
"ENSMUSG00000046138",1.5,1.225
"ENSMUSG00000046329",5.75,1.7
"ENSMUSG00000046432",5.675,2.65
"ENSMUSG00000046447",4.375,2.15
"ENSMUSG00000046572",3.25,2.05
"ENSMUSG00000046607",3.95,4.975
"ENSMUSG00000046668",4.15,3.475
"ENSMUSG00000046709",1.15,4.325
"ENSMUSG00000046722",2.475,2.775
"ENSMUSG00000046798",4.375,5.4
"ENSMUSG00000046997",2.225,2.025
"ENSMUSG00000047003",3.225,3.875
"ENSMUSG00000047030",2.525,2.25
"ENSMUSG00000047084",3.975,5.2
"ENSMUSG00000047085",2.175,1.525
"ENSMUSG00000047126",5.125,3.425
"ENSMUSG00000047139",8.025,5.675
"ENSMUSG00000047143",2.175,1.3
"ENSMUSG00000047187",5.125,3.4
"ENSMUSG00000047193",2.375,1.575
"ENSMUSG00000047213",2.95,3.225
"ENSMUSG00000047368",1.975,2.175
"ENSMUSG00000047417",4.475,5.65
"ENSMUSG00000047459",5.825,9.15
"ENSMUSG00000047495",0.825,2.2
"ENSMUSG00000047539",3.375,2.7
"ENSMUSG00000047547",1.825,2.35
"ENSMUSG00000047675",13.425,6.575
"ENSMUSG00000047710",2.225,1.1
"ENSMUSG00000047766",3.45,3.25
"ENSMUSG00000047789",3.4,1.55
"ENSMUSG00000047879",7.5,3.475
"ENSMUSG00000047888",2,1.475
"ENSMUSG00000047945",2.825,5.275
"ENSMUSG00000047989",5.775,2.975
"ENSMUSG00000048000",1.9,1.35
"ENSMUSG00000048001",1.3,1.875
"ENSMUSG00000048040",6.05,4.3
"ENSMUSG00000048058",2.9,4.225
"ENSMUSG00000048078",2.25,3.025
"ENSMUSG00000048100",4.55,3.4
"ENSMUSG00000048234",3,5.65
"ENSMUSG00000048264",1.3,2
"ENSMUSG00000048271",5.275,3.525
"ENSMUSG00000048279",2.65,7.275
"ENSMUSG00000048349",2.3,2.825
"ENSMUSG00000048376",3.475,2.6
"ENSMUSG00000048385",2.625,2.25
"ENSMUSG00000048410",2.25,3.175
"ENSMUSG00000048490",2.1,2
"ENSMUSG00000048540",1.575,1.925
"ENSMUSG00000048696",2.05,4.575
"ENSMUSG00000048756",2.375,3.6
"ENSMUSG00000048833",6.175,4.875
"ENSMUSG00000048895",4.075,2.9
"ENSMUSG00000049036",1.7,2.125
"ENSMUSG00000049100",2.3,3.75
"ENSMUSG00000049106",4.35,2.75
"ENSMUSG00000049119",1.125,2.525
"ENSMUSG00000049164",5.4,2.75
"ENSMUSG00000049184",2.025,1.525
"ENSMUSG00000049305",3.3,1.85
"ENSMUSG00000049336",1.95,4.425
"ENSMUSG00000049421",1,1.4
"ENSMUSG00000049470",3.25,4.9
"ENSMUSG00000049504",2.15,2.35
"ENSMUSG00000049532",3.975,2.525
"ENSMUSG00000049606",1.775,1.525
"ENSMUSG00000049657",2,3.75
"ENSMUSG00000049659",5.025,2.675
"ENSMUSG00000049670",3.275,5.575
"ENSMUSG00000049800",2.15,2.1
"ENSMUSG00000049866",4.6,4.125
"ENSMUSG00000049878",2.15,2.475
"ENSMUSG00000050064",2.2,2.5
"ENSMUSG00000050079",1.925,1.85
"ENSMUSG00000050148",3.075,3.225
"ENSMUSG00000050240",3.65,3.8
"ENSMUSG00000050272",1.525,2.35
"ENSMUSG00000050310",1.625,2.375
"ENSMUSG00000050379",2.825,3.825
"ENSMUSG00000050530",2.55,1.425
"ENSMUSG00000050628",4.3,3.825
"ENSMUSG00000050812",2.475,1.425
"ENSMUSG00000050890",1.675,1.625
"ENSMUSG00000051177",3.075,1.675
"ENSMUSG00000051251",2.425,1.725
"ENSMUSG00000051306",4.55,2.4
"ENSMUSG00000051379",4.275,2.15
"ENSMUSG00000051469",3.75,2.85
"ENSMUSG00000051518",3.55,2.75
"ENSMUSG00000051527",2.425,2.575
"ENSMUSG00000051586",1.725,1.225
"ENSMUSG00000051675",5.35,3.45
"ENSMUSG00000051790",4.725,3.475
"ENSMUSG00000051817",2.7,3.7
"ENSMUSG00000052144",3.875,4.8
"ENSMUSG00000052155",2.075,1.4
"ENSMUSG00000052298",5.225,3.325
"ENSMUSG00000052299",3.275,2.225
"ENSMUSG00000052337",7.95,4.525
"ENSMUSG00000052516",1.9,2.85
"ENSMUSG00000052572",1.75,1.9
"ENSMUSG00000052584",3.725,5.625
"ENSMUSG00000052632",1.625,1.625
"ENSMUSG00000052713",2.075,2.075
"ENSMUSG00000052727",3.2,1.85
"ENSMUSG00000052748",2.4,1.45
"ENSMUSG00000052812",2.5,2.4
"ENSMUSG00000052852",3,3.675
"ENSMUSG00000052915",6.125,4.7
"ENSMUSG00000052917",3.725,2.6
"ENSMUSG00000052920",1.875,1.275
"ENSMUSG00000052928",1.1,1.775
"ENSMUSG00000052949",6.9,3
"ENSMUSG00000053289",1.875,1.25
"ENSMUSG00000053411",3.775,3.075
"ENSMUSG00000053414",1.725,3.25
"ENSMUSG00000053470",1.65,1.975
"ENSMUSG00000053477",3.025,1.85
"ENSMUSG00000053510",3.825,2.65
"ENSMUSG00000053536",4.325,2.25
"ENSMUSG00000053580",3.15,3.225
"ENSMUSG00000053646",4.025,4.125
"ENSMUSG00000053768",3.4,2.575
"ENSMUSG00000053819",2.875,2.675
"ENSMUSG00000053907",3.175,4.35
"ENSMUSG00000054074",1.275,0.725
"ENSMUSG00000054199",4.1,5.025
"ENSMUSG00000054302",2.65,5.025
"ENSMUSG00000054309",4.5,2.375
"ENSMUSG00000054364",3.075,4.675
"ENSMUSG00000054423",2.075,3.175
"ENSMUSG00000054452",2.65,8.125
"ENSMUSG00000054604",5.7,2.425
"ENSMUSG00000054611",2.675,2.375
"ENSMUSG00000054720",4.425,2.925
"ENSMUSG00000054728",2.45,1.2
"ENSMUSG00000054863",2.175,1.8
"ENSMUSG00000054893",2.625,4.125
"ENSMUSG00000055022",2.1,2.625
"ENSMUSG00000055067",3.325,3.95
"ENSMUSG00000055202",5.975,1.875
"ENSMUSG00000055254",4.45,5.125
"ENSMUSG00000055319",2.45,2.375
"ENSMUSG00000055320",3.3,3.025
"ENSMUSG00000055371",4.825,2.95
"ENSMUSG00000055421",2.325,1.975
"ENSMUSG00000055436",3.375,3.35
"ENSMUSG00000055447",3.25,3.9
"ENSMUSG00000055531",6.25,5.425
"ENSMUSG00000055639",1.675,2.025
"ENSMUSG00000055761",1.325,1.425
"ENSMUSG00000056076",8.175,4.25
"ENSMUSG00000056211",3.95,3.675
"ENSMUSG00000056267",4.95,4.35
"ENSMUSG00000056342",3.025,2.2
"ENSMUSG00000056429",2.575,3.525
"ENSMUSG00000056486",3.35,2.775
"ENSMUSG00000056608",3.175,2.5
"ENSMUSG00000056763",2.875,3.775
"ENSMUSG00000056812",4.4,3.525
"ENSMUSG00000056854",2.175,1.525
"ENSMUSG00000057098",3.275,2.475
"ENSMUSG00000057133",3,2.625
"ENSMUSG00000057182",1.775,3.25
"ENSMUSG00000057230",3.275,2.25
"ENSMUSG00000057335",4.225,3.2
"ENSMUSG00000057388",6.275,3.375
"ENSMUSG00000057406",4.95,5.5
"ENSMUSG00000057457",2.8,2.575
"ENSMUSG00000057531",1.725,3.05
"ENSMUSG00000057561",4.575,3.425
"ENSMUSG00000057637",4.925,1.8
"ENSMUSG00000057649",3.625,2.15
"ENSMUSG00000057706",2.125,1.625
"ENSMUSG00000057716",2.475,1.9
"ENSMUSG00000057777",2.175,1.65
"ENSMUSG00000057894",2.2,1.075
"ENSMUSG00000058013",3.125,3.9
"ENSMUSG00000058056",4.075,1.725
"ENSMUSG00000058230",3.675,4.375
"ENSMUSG00000058318",2.55,3.15
"ENSMUSG00000058392",3.7,5.525
"ENSMUSG00000058440",2.775,2.225
"ENSMUSG00000058444",0.95,1.925
"ENSMUSG00000058558",8.175,3.625
"ENSMUSG00000058600",8.525,2.7
"ENSMUSG00000058672",3.975,6.275
"ENSMUSG00000058690",4.775,1.95
"ENSMUSG00000058761",1.15,1.85
"ENSMUSG00000059005",3.775,2.425
"ENSMUSG00000059146",1.675,3
"ENSMUSG00000059182",5.025,1.75
"ENSMUSG00000059263",2.75,3.625
"ENSMUSG00000059474",1.9,2.2
"ENSMUSG00000059495",6.425,2.375
"ENSMUSG00000059742",2.775,1.3
"ENSMUSG00000059796",6.025,7.05
"ENSMUSG00000059857",2.45,2.025
"ENSMUSG00000059921",1.325,3.575
"ENSMUSG00000059923",3.75,5.825
"ENSMUSG00000059974",3.075,1.225
"ENSMUSG00000060073",2.25,1.975
"ENSMUSG00000060206",1.825,1.575
"ENSMUSG00000060227",2.45,3.425
"ENSMUSG00000060261",2.35,2.45
"ENSMUSG00000060475",6.65,4.15
"ENSMUSG00000060510",1.4,1.95
"ENSMUSG00000060534",1.2,2.375
"ENSMUSG00000060568",4.05,2.625
"ENSMUSG00000060657",2.85,2.7
"ENSMUSG00000061024",5.6,2.575
"ENSMUSG00000061080",1.65,2.25
"ENSMUSG00000061136",6.15,1.575
"ENSMUSG00000061207",6.325,2.1
"ENSMUSG00000061244",2.725,3.425
"ENSMUSG00000061288",2.85,2.2
"ENSMUSG00000061313",2.55,4.675
"ENSMUSG00000061393",4.525,3.475
"ENSMUSG00000061411",3.675,3.25
"ENSMUSG00000061436",2.125,2.075
"ENSMUSG00000061458",2.375,2.625
"ENSMUSG00000061576",1.6,2.425
"ENSMUSG00000061589",3.375,3.8
"ENSMUSG00000061603",2.55,1.825
"ENSMUSG00000061666",3.15,3.775
"ENSMUSG00000061689",1.175,2.075
"ENSMUSG00000061751",2.2,4.075
"ENSMUSG00000061755",3.55,1.875
"ENSMUSG00000061904",8.8,6.925
"ENSMUSG00000061911",3.05,3.775
"ENSMUSG00000061950",3.425,2.325
"ENSMUSG00000062127",1.5,1.05
"ENSMUSG00000062190",4.9,4.4
"ENSMUSG00000062203",4.325,5.1
"ENSMUSG00000062604",1.95,3.6
"ENSMUSG00000062761",3.9,3.5
"ENSMUSG00000062762",4.125,3.9
"ENSMUSG00000062822",2.1,2.9
"ENSMUSG00000062901",4.275,4.55
"ENSMUSG00000062929",6.25,2.25
"ENSMUSG00000062961",3.1,2.925
"ENSMUSG00000063063",2.725,6.6
"ENSMUSG00000063065",3.625,3.525
"ENSMUSG00000063077",1.575,2.225
"ENSMUSG00000063142",2.925,3.725
"ENSMUSG00000063239",3.3,2.45
"ENSMUSG00000063253",4.75,2.7
"ENSMUSG00000063273",3.825,2.075
"ENSMUSG00000063382",3.675,3.15
"ENSMUSG00000063434",1.575,1.35
"ENSMUSG00000063450",2.9,2.625
"ENSMUSG00000063632",5.375,4.75
"ENSMUSG00000063659",5.9,2.475
"ENSMUSG00000063804",3.6,2.575
"ENSMUSG00000063870",3.9,2.15
"ENSMUSG00000063887",2.425,2
"ENSMUSG00000064061",1.7,2.6
"ENSMUSG00000064138",3.925,2.85
"ENSMUSG00000064264",1.8,2.825
"ENSMUSG00000064302",4,1.325
"ENSMUSG00000066036",4.275,5.975
"ENSMUSG00000066037",3.1,1.875
"ENSMUSG00000066150",4.15,5.525
"ENSMUSG00000066278",5.175,3
"ENSMUSG00000066306",2.525,2.125
"ENSMUSG00000066324",2.4,2.5
"ENSMUSG00000066357",4.075,5.475
"ENSMUSG00000066392",2.1,2.525
"ENSMUSG00000066415",2.025,3.15
"ENSMUSG00000066551",7.75,6.25
"ENSMUSG00000066705",6.575,4.075
"ENSMUSG00000066900",4.95,6.1
"ENSMUSG00000067071",1.8,2.7
"ENSMUSG00000067336",6.075,4.975
"ENSMUSG00000067786",1.175,4.05
"ENSMUSG00000067931",3.45,1.575
"ENSMUSG00000068479",1.9,1.95
"ENSMUSG00000068735",5.85,3.325
"ENSMUSG00000068823",7.475,3.15
"ENSMUSG00000068923",2.725,3.75
"ENSMUSG00000069171",1.675,1.5
"ENSMUSG00000069227",5.375,2.975
"ENSMUSG00000069237",6.25,3.075
"ENSMUSG00000069495",4.175,5.775
"ENSMUSG00000069539",2.375,3.6
"ENSMUSG00000069601",2.9,3.45
"ENSMUSG00000069662",3.45,3.125
"ENSMUSG00000069729",2.95,2.225
"ENSMUSG00000069769",1.875,2.825
"ENSMUSG00000070056",1.25,1.85
"ENSMUSG00000070509",3.325,2.05
"ENSMUSG00000070544",2.2,4.25
"ENSMUSG00000070565",2.225,2.1
"ENSMUSG00000070576",1.575,2.625
"ENSMUSG00000070733",2.775,1.225
"ENSMUSG00000070802",3.175,2.975
"ENSMUSG00000070858",2.75,7.35
"ENSMUSG00000070934",4.275,2.5
"ENSMUSG00000071054",3.375,1.525
"ENSMUSG00000071064",2.825,2.3
"ENSMUSG00000071076",4.575,2.875
"ENSMUSG00000071337",2.7,2.2
"ENSMUSG00000071644",5.425,7.6
"ENSMUSG00000071650",3.4,4.55
"ENSMUSG00000071658",1.75,2.2
"ENSMUSG00000071659",5.15,3.525
"ENSMUSG00000071660",3.025,3.075
"ENSMUSG00000072214",7.55,5.275
"ENSMUSG00000072294",2.85,1.675
"ENSMUSG00000072501",1.625,2.6
"ENSMUSG00000072966",4.375,6.525
"ENSMUSG00000073557",1.65,2.275
"ENSMUSG00000073563",3.675,1.15
"ENSMUSG00000073643",6,1.325
"ENSMUSG00000073725",3.875,4.1
"ENSMUSG00000074129",1.65,2.15
"ENSMUSG00000074247",3.575,2.35
"ENSMUSG00000074505",1.4,1.375
"ENSMUSG00000074656",5.3,5.425
"ENSMUSG00000074657",1.8,2.65
"ENSMUSG00000074748",5.8,3.05
"ENSMUSG00000074781",5.3,6.425
"ENSMUSG00000074797",3.575,5.725
"ENSMUSG00000074884",5.8,4.125
"ENSMUSG00000074968",1.6,1.5
"ENSMUSG00000074994",4.6,1.45
"ENSMUSG00000075232",3.325,5.9
"ENSMUSG00000075376",2,2.25
"ENSMUSG00000076431",1.875,1.575
"ENSMUSG00000078427",4.7,2.275
"ENSMUSG00000078440",4.35,2.5
"ENSMUSG00000078572",5.775,3.35
"ENSMUSG00000078622",4.625,3.5
"ENSMUSG00000078681",3.625,5.625
"ENSMUSG00000078784",3.5,2.6
"ENSMUSG00000078941",3.35,2
"ENSMUSG00000079065",1.8,1.3
"ENSMUSG00000079108",4.75,4.975
"ENSMUSG00000079157",4.05,3.825
"ENSMUSG00000079184",3.275,5.4
"ENSMUSG00000079197",3.25,5.625
"ENSMUSG00000079426",8.925,4.925
"ENSMUSG00000079435",1.75,3.05
"ENSMUSG00000079477",5.05,3.375
"ENSMUSG00000079487",6.2,5.375
"ENSMUSG00000079509",6.65,4.25
"ENSMUSG00000079523",5.1,9.675
"ENSMUSG00000085795",3.325,3.375
"ENSMUSG00000087260",4.475,3.85
"ENSMUSG00000037750",3.675,1.525
"ENSMUSG00000037791",5.625,2.075
"ENSMUSG00000037795",3.6,3.95
"ENSMUSG00000037805",5.475,2.475
"ENSMUSG00000037843",1.775,1.525
"ENSMUSG00000037851",3.125,2
"ENSMUSG00000037852",7.8,7.65
"ENSMUSG00000037857",1.7,2.7
"ENSMUSG00000037894",5.8,4.075
"ENSMUSG00000037926",3.15,2.85
"ENSMUSG00000037972",2.125,3.75
"ENSMUSG00000037989",2.525,3.15
"ENSMUSG00000089715",1.45,2.875
"ENSMUSG00000089762",1.375,1.9
"ENSMUSG00000089847",3.725,3.675
"ENSMUSG00000089945",5.85,2.55
"ENSMUSG00000089989",2.4,3.275
"ENSMUSG00000090083",2.8,2.925
"ENSMUSG00000090112",2.725,2.05
"ENSMUSG00000091512",3.65,3.575
"ENSMUSG00000092558",6.05,4.1
"ENSMUSG00000093930",3.05,3.95
"ENSMUSG00000094248",1.3,3.4
"ENSMUSG00000094777",4.5,5.7
"ENSMUSG00000094910",3,5.5
"ENSMUSG00000094936",4.2,2.925
"ENSMUSG00000095041",3.825,4.75
"ENSMUSG00000095139",3.8,1.75
"ENSMUSG00000096054",1.55,2.075
"ENSMUSG00000096255",3.925,2.925
"ENSMUSG00000096370",4.85,4.05
"ENSMUSG00000098374",3.35,2.125
"ENSMUSG00000099689",1.9,2.325
"ENSMUSG00000102049",2.925,2.525
"ENSMUSG00000102206",2.2,2.225
"ENSMUSG00000102222",5.1,4.525
"ENSMUSG00000102312",2.375,4.425
"ENSMUSG00000102422",2.175,6.525
"ENSMUSG00000102440",3.6,6.8
"ENSMUSG00000102697",2.975,3.325
"ENSMUSG00000102918",4.675,2.825
"ENSMUSG00000102976",5.3,3.025
"ENSMUSG00000103037",2.85,5.1
"ENSMUSG00000103144",5.45,4.325
"ENSMUSG00000103332",6.95,5.2
"ENSMUSG00000103442",2.675,4.275
"ENSMUSG00000103567",3.925,7
"ENSMUSG00000103677",6.45,4.25
"ENSMUSG00000103707",5.25,5.05
"ENSMUSG00000103793",4.65,3.375
"ENSMUSG00000104063",7.85,2.7
"ENSMUSG00000104148",3.475,3.825
"ENSMUSG00000104252",5.4,5.125
"ENSMUSG00000106864",2.05,0.85
"ENSMUSG00000107068",2.85,2.9
"ENSMUSG00000107478",6.175,3.475
"ENSMUSG00000115987",5.425,8.425
"ENSMUSG00000117694",5.45,3.4
